"opMod","manProc","keyVar","plotOrder","hcr","trial","targetER","medSpawners","varSpawners","medObsSpawners","varObsSpawners","medRecRY","varRecRY","medRecBY","varRecBY","medObsRecBY","varObsRecBY","medObsRecRY","varObsRecRY","medSpawnersLate","medCatch","varCatch","stabilityCatch","medObsCatch","varObsCatch","stabilityObsCatch","medCatchLate","medER","medObsER","ppnCURecover","ppnCUStable","ppnCUExtinct","ppnCUExtant","medSpawnersEarly","medRecRYEarly","medCatchEarly"
"decLinearProd","5yr_simple","linear",1,"trendER",1,0.3,126247.549618301,0.513400317819746,119378.874584522,0.544764544525727,192546.021277317,0.518159884311686,162019.695513119,0.625803553662348,182011.084088114,0.593527993384118,188859.001354623,0.539328335298888,85465.089651637,62583.8473304089,0.627058402167074,1.59474778831455,62583.8473304089,0.627058402167074,1.59474778831455,36627.8955649873,0.3,0.308433420262094,1,1,0,1,135624.212984406,231206.141939669,106918.885900682
"decLinearProd","5yr_simple","linear",1,"trendER",2,0.3,124862.015373871,0.467971484134432,123525.727036885,0.491030574336839,189910.776999124,0.499773629599331,163248.876117673,0.641304841467653,189293.979769767,0.599164044231466,189905.621745085,0.510047919841412,72134.3582919594,57231.9211848813,0.659216738585394,1.51695177241083,57231.9211848813,0.659216738585394,1.51695177241083,30914.7249822683,0.3,0.313155096525825,1,1,0,1,142860.687671374,223725.436907641,101238.261979233
"decLinearProd","5yr_simple","linear",1,"trendER",3,0.3,130197.53071377,0.463075592277102,128128.242747589,0.465282806418176,185996.472448242,0.467116335497853,148766.631819269,0.722423299390306,159975.318101408,0.691366077939141,181501.238304926,0.46909749439003,91545.2623100152,66750.8051610245,0.53253536967071,1.87780954459108,66750.8051610245,0.53253536967071,1.87780954459108,39233.6838471494,0.3,0.308171852220352,1,1,0,1,149649.527974864,281891.485221446,97149.292381648
"decLinearProd","5yr_simple","linear",1,"trendER",4,0.3,113519.727883126,0.495342235660564,105033.67956463,0.509760060880792,177177.247616012,0.526477735498411,166446.496133491,0.676059605904119,179360.993992644,0.621777961323025,178177.058965284,0.536296531915583,60740.9390360676,55490.0534467577,0.661526777006124,1.51165460682591,55490.0534467577,0.661526777006124,1.51165460682591,26031.8310154575,0.3,0.307914898966859,0,0,0,1,174619.677805858,265283.452550395,106210.590024557
"decLinearProd","5yr_simple","linear",1,"trendER",5,0.3,101904.449506339,0.443836939693334,102484.251811876,0.468856345982774,162106.426611967,0.485131173396655,164506.721303262,0.494852861014737,182752.549247668,0.47011392986811,170234.174274723,0.499981780167765,71064.5463121879,50158.6255718025,0.661153347358529,1.51250841275363,50158.6255718025,0.661153347358529,1.51250841275363,30456.2341337948,0.3,0.312376098941477,1,1,0,1,140359.355663096,248742.463375077,96464.4076437351
"decLinearProd","5yr_simple","linear",1,"trendER",6,0.3,111331.635441179,0.4031841894747,108458.158689123,0.439735647856956,168543.734388485,0.465588228248684,141253.742056824,0.609965490556529,150159.709242543,0.592650526728508,165436.132492057,0.492834763581806,57315.4987511504,50725.1935331418,0.663413755153513,1.50735493835005,50725.1935331418,0.663413755153513,1.50735493835005,24563.7851790645,0.3,0.317250778911896,0,1,0,1,129698.74082674,201845.162948237,80808.158026722
"decLinearProd","5yr_simple","linear",1,"trendER",7,0.3,130406.972307449,0.548815912900836,121789.455150093,0.583057372152456,189604.80039258,0.555274718029037,190739.921272027,0.638057827641517,208695.069809681,0.608785233822044,187449.152581582,0.573199140581084,79756.9252952979,64652.9105364392,0.644779320535015,1.55091822605327,64652.9105364392,0.644779320535015,1.55091822605327,34181.5394122705,0.3,0.314888363136328,1,1,0,1,197300.272972792,356077.610658757,122489.429133644
"decLinearProd","5yr_simple","linear",1,"trendER",8,0.3,110988.202693133,0.525393095080121,105674.302772325,0.517032291495604,172777.781145029,0.518282124769747,147793.027358388,0.596105046089955,156017.773390512,0.524654174790791,161963.35709794,0.511265597194665,90364.6568206268,56861.214225798,0.58266654335932,1.71624750279049,56861.214225798,0.58266654335932,1.71624750279049,38727.7100659829,0.3,0.311645044937384,0,0,0,1,132227.149551167,217328.357581642,96154.3279628581
"decLinearProd","5yr_simple","linear",1,"trendER",9,0.3,111812.672925962,0.404125412193136,110477.170118707,0.414530613127031,170946.786474871,0.450513600092925,146168.79309434,0.662081562339874,160023.439674859,0.634073312090238,165358.624004213,0.455323164886122,74153.7167490301,53243.4301750881,0.61597465306915,1.62344342420164,53243.4301750881,0.61597465306915,1.62344342420164,31780.1643210129,0.3,0.315236456611309,1,1,0,1,129693.283509621,245345.829052709,98730.3216679732
"decLinearProd","5yr_simple","linear",1,"trendER",10,0.3,99666.6253240819,0.480198283305479,100978.850906444,0.493168801630525,158537.759407547,0.475158479357581,137426.764324852,0.608062835665348,143443.338173565,0.58470982132478,153879.415777793,0.483168416277588,65446.6427798365,49233.0460715517,0.557928651506282,1.79234387282357,49233.0460715517,0.557928651506282,1.79234387282357,28048.5611913585,0.3,0.311010691363191,0,0,0,1,128271.049452704,210908.143301138,71952.4189143098
