"year","iteration","sAg","ppnCUsLowerBM"
16,"1",96815.7939865274,NA
16,"2",112685.688092017,NA
16,"3",158352.046853092,NA
16,"4",54068.6060779272,NA
16,"5",57832.505940276,NA
17,"1",54686.0682789896,NA
17,"2",78783.3105411799,NA
17,"3",59533.4674264152,NA
17,"4",70907.2160571332,NA
17,"5",141520.952743971,NA
18,"1",63627.7751593034,NA
18,"2",153143.067036173,NA
18,"3",64345.6843507291,NA
18,"4",71634.9205935491,NA
18,"5",73075.5492361155,NA
19,"1",122649.709144301,NA
19,"2",115040.126691329,NA
19,"3",29595.8854279655,NA
19,"4",126800.094948805,NA
19,"5",130970.339362769,NA
20,"1",116322.983678269,NA
20,"2",67974.0021604465,NA
20,"3",70543.2155274323,NA
20,"4",113456.880497347,NA
20,"5",120625.842381886,NA
21,"1",88009.1528243454,NA
21,"2",101809.970167065,NA
21,"3",36123.9612897397,NA
21,"4",108672.146035016,NA
21,"5",126594.066771567,NA
22,"1",54735.1339480258,NA
22,"2",96586.861767297,NA
22,"3",67390.2389696333,NA
22,"4",63713.5949428155,NA
22,"5",77093.2238927695,NA
23,"1",79610.4472594185,NA
23,"2",108258.805297864,NA
23,"3",66172.209358968,NA
23,"4",35915.03682564,NA
23,"5",179918.380288332,NA
24,"1",102972.448513267,NA
24,"2",91679.5506062185,NA
24,"3",107442.063000533,NA
24,"4",43699.3647077162,NA
24,"5",192728.605146437,NA
25,"1",58939.6471844689,NA
25,"2",57813.7010593259,NA
25,"3",53576.172480025,NA
25,"4",55375.6662878292,NA
25,"5",156507.759502555,NA
26,"1",53442.8618776637,NA
26,"2",67682.2678456121,NA
26,"3",123917.775157387,NA
26,"4",61111.5456799539,NA
26,"5",110899.407244856,NA
27,"1",59603.0964108874,NA
27,"2",75324.9677803097,NA
27,"3",81278.3694873864,NA
27,"4",62378.2758060557,NA
27,"5",186745.484862732,NA
28,"1",69831.501339655,NA
28,"2",104475.345759117,NA
28,"3",84226.7820231167,NA
28,"4",73707.0874829841,NA
28,"5",205774.122427204,NA
29,"1",69963.6129569088,NA
29,"2",87955.9689689428,NA
29,"3",114129.556659459,NA
29,"4",74494.6730605289,NA
29,"5",149333.857682463,NA
30,"1",28756.5438288952,NA
30,"2",158245.667587862,NA
30,"3",155503.230947001,NA
30,"4",97809.7305810688,NA
30,"5",87134.5395712857,NA
31,"1",79202.4979539383,NA
31,"2",106621.275079611,NA
31,"3",82615.7737873138,NA
31,"4",38596.6713764764,NA
31,"5",61398.2521698013,NA
32,"1",64063.2925240348,NA
32,"2",111935.20178198,NA
32,"3",107434.650289914,NA
32,"4",35195.7383042375,NA
32,"5",56618.1992298641,NA
33,"1",137259.536166763,NA
33,"2",98742.0244339816,NA
33,"3",85516.0570766211,NA
33,"4",91109.8826119941,NA
33,"5",95211.403165903,NA
34,"1",99317.9606359459,NA
34,"2",122632.243850676,NA
34,"3",85577.6179729651,NA
34,"4",27991.4762099922,NA
34,"5",201275.177945071,NA
35,"1",86873.401289837,NA
35,"2",92860.1880695036,NA
35,"3",68232.0393885353,NA
35,"4",33068.3088797713,NA
35,"5",63497.9844241484,NA
36,"1",137222.743434606,NA
36,"2",73208.5904208721,NA
36,"3",89496.4161020097,NA
36,"4",49350.8899511317,NA
36,"5",55010.3316669205,NA
37,"1",70620.0354095785,NA
37,"2",70880.0355458916,NA
37,"3",66610.9290668041,NA
37,"4",32383.6784398545,NA
37,"5",46129.1491115279,NA
38,"1",72163.8859357101,NA
38,"2",167911.365956034,NA
38,"3",81436.686359987,NA
38,"4",35706.6087719184,NA
38,"5",188522.860988361,NA
39,"1",141368.127546096,NA
39,"2",92907.9205885569,NA
39,"3",73199.8288952504,NA
39,"4",38030.6590709262,NA
39,"5",89688.7304139139,NA
40,"1",58573.3266951091,NA
40,"2",118354.835633774,NA
40,"3",87443.9812486879,NA
40,"4",90048.5943577748,NA
40,"5",66575.9134020262,NA
41,"1",37482.2855365774,NA
41,"2",136490.461739179,NA
41,"3",83074.9262094545,NA
41,"4",55654.122426699,NA
41,"5",134851.54552407,NA
42,"1",90659.0739498781,NA
42,"2",103778.976088339,NA
42,"3",67137.6095424353,NA
42,"4",35482.1392304665,NA
42,"5",77946.5571543033,NA
43,"1",53374.8953065825,NA
43,"2",90335.2728026603,NA
43,"3",124237.484668978,NA
43,"4",74031.8284342831,NA
43,"5",91028.0335606158,NA
44,"1",71216.8218261855,NA
44,"2",115668.670758584,NA
44,"3",102164.232277196,NA
44,"4",40437.3245954167,NA
44,"5",96234.456317979,NA
45,"1",87998.4886774571,NA
45,"2",211945.905779542,NA
45,"3",73892.1702581349,NA
45,"4",91237.9311009375,NA
45,"5",59744.030192994,NA
46,"1",74544.7883439334,NA
46,"2",102622.818642223,NA
46,"3",84474.5688108195,NA
46,"4",129741.50353168,NA
46,"5",73033.9283632565,NA
47,"1",54189.8069965953,NA
47,"2",105104.926238264,NA
47,"3",62004.4123029358,NA
47,"4",188490.29513726,NA
47,"5",48164.1064101019,NA
48,"1",61501.4590667174,NA
48,"2",111955.534280193,NA
48,"3",107076.127217518,NA
48,"4",114401.889090481,NA
48,"5",72147.6233375847,NA
49,"1",99194.210318366,NA
49,"2",43560.9094845506,NA
49,"3",115592.252779817,NA
49,"4",61197.6671490051,NA
49,"5",69999.3793275511,NA
50,"1",102697.406825975,NA
50,"2",70340.2864913366,NA
50,"3",63006.9722291786,NA
50,"4",70718.2995256661,NA
50,"5",67080.1855565886,NA
51,"1",159344.994613793,1
51,"2",63279.9626856246,1
51,"3",109322.347586592,1
51,"4",35121.6849181623,1
51,"5",89604.5095099981,1
52,"1",305393.769024375,1
52,"2",111042.781313741,1
52,"3",85237.118041415,1
52,"4",120437.164636479,1
52,"5",118150.451255134,1
53,"1",84482.4151838675,1
53,"2",176031.016043003,1
53,"3",64925.617559088,1
53,"4",84035.0141083694,1
53,"5",120194.175253165,1
54,"1",86183.6142237217,1
54,"2",200092.014296778,1
54,"3",48612.344097642,1
54,"4",88910.3815092615,1
54,"5",63603.9333820189,1
55,"1",80963.4524008927,1
55,"2",81171.5599863869,1
55,"3",77689.5100915331,1
55,"4",60216.1484975533,1
55,"5",95118.2840032949,1
56,"1",28942.1738178563,1
56,"2",90006.3635973972,1
56,"3",108494.006387804,1
56,"4",186185.210607231,1
56,"5",195426.703288516,1
57,"1",77995.4942267913,1
57,"2",100292.622903255,1
57,"3",97402.8781922491,1
57,"4",168077.017575167,1
57,"5",68250.3615835809,1
58,"1",118184.017190898,1
58,"2",100568.649491333,1
58,"3",106924.791384178,1
58,"4",123008.967467452,1
58,"5",127951.930025762,1
59,"1",86208.8083749522,1
59,"2",56236.0779606341,1
59,"3",40157.5910232373,1
59,"4",99299.852228022,1
59,"5",59647.5169030912,1
60,"1",113229.783167842,1
60,"2",156878.53668668,1
60,"3",132526.031616993,1
60,"4",93871.3123205899,1
60,"5",142138.738748353,1
61,"1",66394.8197373193,1
61,"2",86901.9669169297,1
61,"3",56278.6980352114,1
61,"4",179975.273178398,1
61,"5",57783.3778487641,1
62,"1",95822.314966423,1
62,"2",48420.0868833432,1
62,"3",206236.648323029,1
62,"4",101914.635364527,1
62,"5",109206.259134121,1
63,"1",103360.326346467,1
63,"2",33560.0012470738,1
63,"3",111387.841723019,1
63,"4",117822.237857536,1
63,"5",98186.1964556264,1
64,"1",178008.748257042,1
64,"2",100754.090661216,1
64,"3",82345.4193736075,1
64,"4",59779.0667132193,1
64,"5",103510.615576707,1
65,"1",51609.6890650767,1
65,"2",32203.9116284911,1
65,"3",147181.039166559,1
65,"4",91527.7135204714,1
65,"5",45171.4790693498,1
66,"1",137448.518641558,1
66,"2",99279.5049192515,1
66,"3",73978.3506745407,1
66,"4",74883.5363421274,1
66,"5",32323.9548241368,1
67,"1",101336.145876957,1
67,"2",33680.7357103247,1
67,"3",79907.0212437857,1
67,"4",67686.5277197146,1
67,"5",78694.0456977701,1
68,"1",92800.9769888607,1
68,"2",8715.28546149059,0
68,"3",133405.321303166,1
68,"4",52327.3786304281,1
68,"5",29358.8210270616,1
69,"1",68364.0210228736,1
69,"2",70820.178401799,1
69,"3",135065.720055827,1
69,"4",66221.7856556037,1
69,"5",30234.7744078193,1
70,"1",94998.5281590592,1
70,"2",58764.9254134372,1
70,"3",65142.1939550459,1
70,"4",62756.2174625827,1
70,"5",57887.3166248875,1
71,"1",168605.77206983,1
71,"2",109462.422626376,1
71,"3",57050.0212976047,1
71,"4",60382.072315958,1
71,"5",90355.0695484237,1
72,"1",68240.2202286929,1
72,"2",74592.4117636626,1
72,"3",48208.6483411236,1
72,"4",45495.8061083069,1
72,"5",36991.6528557098,1
73,"1",98606.9587927434,1
73,"2",78590.0573208777,1
73,"3",146596.059000937,1
73,"4",47287.7207261877,1
73,"5",105592.527528045,1
74,"1",36699.7345574321,1
74,"2",42081.9171778754,1
74,"3",95679.8766359096,1
74,"4",60967.3672541856,1
74,"5",64705.6936202563,1
75,"1",66919.038502011,1
75,"2",62438.0898933259,1
75,"3",55579.8901678244,1
75,"4",106992.388492314,1
75,"5",50097.5204491215,1
76,"1",66200.0878846231,1
76,"2",37521.5185285185,1
76,"3",82922.945475322,1
76,"4",83078.7540731832,1
76,"5",92278.1919094294,1
77,"1",152534.936256922,1
77,"2",93709.7977584411,1
77,"3",39787.5712184034,1
77,"4",52796.7423485185,1
77,"5",91324.2109355837,1
78,"1",119330.874994585,1
78,"2",111693.355005119,1
78,"3",132383.483333583,1
78,"4",52494.4225425402,1
78,"5",49122.7811086833,1
79,"1",66753.6665478261,1
79,"2",73211.2001786536,1
79,"3",129330.972913142,1
79,"4",211963.700937112,1
79,"5",61614.5137573806,1
80,"1",79655.6394640046,1
80,"2",53921.8388478312,1
80,"3",41551.938788268,1
80,"4",106415.424243624,1
80,"5",56015.594253883,1
81,"1",19837.6895049498,1
81,"2",108159.784600654,1
81,"3",100560.166027217,1
81,"4",24801.675043188,1
81,"5",121637.888749282,1
82,"1",43334.5204754222,1
82,"2",35528.3732029146,1
82,"3",70076.7603103448,1
82,"4",45371.4072787253,1
82,"5",137932.310802728,1
83,"1",40166.5804622284,1
83,"2",86284.6320182806,1
83,"3",44701.5983117394,1
83,"4",29274.0923777578,1
83,"5",33368.8860454299,1
84,"1",36269.7803170563,1
84,"2",81556.2773772554,1
84,"3",82114.9206496839,1
84,"4",46215.0300031733,1
84,"5",63906.4506131093,1
85,"1",37265.3750145802,1
85,"2",53149.489880155,1
85,"3",41751.9805483971,1
85,"4",46241.0122990896,1
85,"5",67086.5604018601,1
86,"1",73176.7742346955,1
86,"2",60085.2055182717,1
86,"3",79325.3281090179,1
86,"4",30882.2279757217,1
86,"5",4833.35128644391,0
87,"1",59118.4984521258,1
87,"2",27888.7953632588,1
87,"3",69403.4596496328,1
87,"4",52443.937195595,1
87,"5",48150.4938644631,1
88,"1",64800.2238554617,1
88,"2",47446.5355758097,1
88,"3",20779.1329807202,1
88,"4",38310.9548942371,1
88,"5",60852.0063409266,1
89,"1",35464.0131551201,1
89,"2",52284.6903641178,1
89,"3",50698.9593529662,1
89,"4",34641.945078586,1
89,"5",34749.305880155,1
90,"1",35378.3613213293,1
90,"2",27151.2308799847,1
90,"3",48939.3021838808,1
90,"4",36179.9875559173,1
90,"5",43918.8897956854,1
91,"1",56684.385811586,1
91,"2",60252.7212690968,1
91,"3",27899.0839666279,1
91,"4",111843.57085961,1
91,"5",26249.4773502154,1
92,"1",38603.4918957604,1
92,"2",19053.6282798653,1
92,"3",53547.570298937,1
92,"4",16018.6838834035,1
92,"5",30793.2826905966,1
93,"1",32225.2682379174,1
93,"2",38900.9386595872,1
93,"3",33453.6273533269,1
93,"4",43361.0820782129,1
93,"5",33913.7769714989,1
94,"1",103940.95153403,1
94,"2",67449.2123495351,1
94,"3",31910.9866312598,1
94,"4",42961.8294403612,1
94,"5",35205.6228165229,1
95,"1",38337.2190120101,1
95,"2",55316.3991953196,1
95,"3",33014.3035964064,1
95,"4",14664.444656354,1
95,"5",39580.5890529574,1
96,"1",163480.529421695,1
96,"2",18147.3923442302,1
96,"3",55350.4347722398,1
96,"4",16855.0612116218,1
96,"5",26294.1517465084,1
97,"1",33508.7480993108,1
97,"2",26138.9392871912,1
97,"3",67086.1438164347,1
97,"4",36351.0372408984,1
97,"5",17255.3315592312,1
98,"1",15124.2372988696,1
98,"2",30113.5719387011,1
98,"3",13756.2676601769,1
98,"4",21978.4216233611,1
98,"5",37080.1480223052,1
99,"1",31391.2523366644,1
99,"2",38521.9517268166,1
99,"3",51111.8063677599,1
99,"4",9894.91230653755,1
99,"5",22044.6994560363,1
100,"1",16937.5939399485,1
100,"2",22127.153571313,1
100,"3",89235.9918774191,1
100,"4",23286.1135442184,1
100,"5",30046.6190411239,1
